,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
99,99,max_iterations,-330.0,[-5.03307412e-10 -1.07370432e-08],-0.2,0.2,2,60.0
100,0,stagnation_lim,-329.99999999999955,[ 4.55029599e-08 -1.61077282e-08  4.17839019e-09 -2.60411332e-09],-0.2,0.2,4,60.000000000000455
101,1,stagnation_lim,-329.9999999999962,[ 1.04121853e-07 -8.38933954e-08 -3.47091956e-08  8.32507127e-09],-0.2,0.2,4,60.00000000000381
102,2,stagnation_lim,-329.99999999998823,[ 4.50409079e-08  2.11871602e-07 -2.53846385e-08 -1.08429294e-07],-0.2,0.2,4,60.00000000001177
103,3,stagnation_lim,-329.99999999999943,[ 1.13271630e-09  2.50273152e-08 -4.64702633e-08  1.43638395e-08],-0.2,0.2,4,60.00000000000057
104,4,stagnation_lim,-329.9999999999969,[-8.93836631e-08  8.53804331e-08  1.66730015e-08 -1.26188973e-08],-0.2,0.2,4,60.000000000003126
105,5,stagnation_lim,-329.9999999999856,[ 4.31290448e-08 -1.70012996e-07 -2.02494588e-07  2.43021234e-08],-0.2,0.2,4,60.00000000001438
106,6,stagnation_lim,-329.99999999999955,[ 5.66326999e-10 -1.78662620e-08 -2.60942973e-08  3.46860573e-08],-0.2,0.2,4,60.000000000000455
107,7,stagnation_lim,-329.99999999999847,[ 6.25034644e-09 -8.16548215e-08 -3.00753461e-08  9.88461140e-09],-0.2,0.2,4,60.000000000001535
108,8,stagnation_lim,-329.9999999999994,[-9.97447453e-09  4.72469061e-08 -2.51857197e-08 -1.64567078e-08],-0.2,0.2,4,60.000000000000625
109,9,stagnation_lim,-329.99999999999955,[ 1.22671366e-09 -4.45241535e-08 -1.12317088e-08 -1.06517597e-08],-0.2,0.2,4,60.000000000000455
110,10,stagnation_lim,-329.9999999999993,[ 5.75819186e-08 -6.69667295e-09 -1.15912555e-08  4.43755249e-09],-0.2,0.2,4,60.00000000000068
111,11,stagnation_lim,-329.9999999999985,[-1.17207390e-08 -8.17845157e-08  1.68657968e-08 -1.50926744e-08],-0.2,0.2,4,60.00000000000148
112,12,stagnation_lim,-329.99999999997243,[-2.50582949e-07 -1.50557931e-07 -2.15514256e-07 -8.35187948e-08],-0.2,0.2,4,60.00000000002757
113,13,stagnation_lim,-329.9999999999988,[ 4.06903320e-08  3.91255931e-08  4.81718036e-08 -2.20377988e-08],-0.2,0.2,4,60.000000000001194
114,14,stagnation_lim,-329.99999999999824,[-2.33950482e-08  8.38561945e-08  1.17116665e-09 -3.46063012e-08],-0.2,0.2,4,60.00000000000176
115,15,stagnation_lim,-329.9999999999989,[ 1.99971024e-08 -5.68603238e-08  3.01558729e-08  3.04322398e-08],-0.2,0.2,4,60.00000000000108
116,16,stagnation_lim,-329.9999999999998,[ 1.13046788e-08  5.48691636e-09  5.29617533e-09 -3.13541041e-08],-0.2,0.2,4,60.00000000000023
117,17,stagnation_lim,-329.99999999999926,[5.29765036e-08 2.02956603e-08 2.17830433e-08 7.68758498e-09],-0.2,0.2,4,60.00000000000074
118,18,stagnation_lim,-329.99999999999835,[4.71431707e-08 2.76923183e-08 1.80901794e-08 7.06259811e-08],-0.2,0.2,4,60.00000000000165
