,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
137,37,stagnation_lim,-389.99999835580076,[1.00027565 1.00052209 1.00104811 1.00206414],0.8,1.2,4,1.6441992443105846e-06
138,38,stagnation_lim,-389.99999708242615,[1.00037259 1.00074734 1.00148025 1.00297058],0.8,1.2,4,2.9175738518461003e-06
139,39,stagnation_lim,-389.999855547551,[1.00264077 1.00523921 1.01033146 1.0207624 ],0.8,1.2,4,0.00014445244897842713
140,40,stagnation_lim,-389.99988631397827,[0.99769279 0.99536477 0.99071841 0.98144848],0.8,1.2,4,0.00011368602173433828
141,41,stagnation_lim,-389.9998697986883,[0.99750951 0.99501429 0.99004668 0.98016869],0.8,1.2,4,0.00013020131171970206
142,42,stagnation_lim,-389.99998584802967,[1.00081383 1.00163467 1.0032855  1.0065846 ],0.8,1.2,4,1.4151970333386998e-05
143,43,stagnation_lim,-389.99977331342075,[0.99671496 0.99344756 0.98686856 0.97388997],0.8,1.2,4,0.00022668657925351
144,44,stagnation_lim,-389.9999033806619,[1.00212667 1.00428578 1.00858072 1.01724675],0.8,1.2,4,9.661933808047252e-05
145,45,stagnation_lim,-389.9998220365162,[1.00286939 1.00577283 1.01161118 1.02347612],0.8,1.2,4,0.00017796348379306437
146,46,stagnation_lim,-389.9999414458488,[0.9983151  0.99665075 0.99339209 0.9867864 ],0.8,1.2,4,5.855415122368868e-05
147,47,stagnation_lim,-389.9998405219782,[1.00275699 1.00547636 1.0110183  1.02219704],0.8,1.2,4,0.00015947802182836313
148,48,stagnation_lim,-389.99997184275514,[0.99884305 0.99768252 0.99537409 0.99074831],0.8,1.2,4,2.815724485571991e-05
149,49,stagnation_lim,-389.99986108457114,[1.0025548  1.00513542 1.0102891  1.0207167 ],0.8,1.2,4,0.0001389154288631289
150,50,stagnation_lim,-389.99999969216225,[0.99988363 0.99975935 0.99952564 0.99905332],0.8,1.2,4,3.078377517340414e-07
151,51,stagnation_lim,-389.999948424355,[1.00157204 1.00314051 1.00621441 1.01248595],0.8,1.2,4,5.1575644988588465e-05
152,52,stagnation_lim,-389.99991241786813,[0.99796238 0.99592702 0.99183757 0.98370918],0.8,1.2,4,8.75821318686576e-05
153,53,stagnation_lim,-389.999958480631,[1.00140171 1.0027796  1.00560621 1.01128604],0.8,1.2,4,4.15193690059823e-05
154,54,stagnation_lim,-389.99994142169163,[0.99833862 0.99666988 0.99334717 0.98680618],0.8,1.2,4,5.857830836930589e-05
155,55,stagnation_lim,-389.9998225652391,[0.99723715 0.99433025 0.98868586 0.9772288 ],0.8,1.2,4,0.0001774347608716198
156,56,stagnation_lim,-389.9999240102671,[0.99808398 0.9962114  0.99244676 0.98503696],0.8,1.2,4,7.598973292033406e-05
157,57,stagnation_lim,-389.9998883991664,[1.00230807 1.00458566 1.00920977 1.01855602],0.8,1.2,4,0.00011160083357708572
158,58,stagnation_lim,-389.9998298234462,[1.00283602 1.00568377 1.01138937 1.02293979],0.8,1.2,4,0.00017017655380868746
159,59,stagnation_lim,-389.9999580839498,[0.99857028 0.99716628 0.99441919 0.98885445],0.8,1.2,4,4.191605017922484e-05
160,60,stagnation_lim,-389.9999811303783,[1.00095937 1.00188496 1.00369539 1.00741455],0.8,1.2,4,1.8869621726480545e-05
161,61,stagnation_lim,-389.9999601530891,[0.9986331  0.99728851 0.99451447 0.98905212],0.8,1.2,4,3.9846910908636346e-05
162,62,stagnation_lim,-389.99974353502535,[1.00349157 1.00698154 1.01397864 1.02815499],0.8,1.2,4,0.00025646497465459106
163,63,stagnation_lim,-389.99990161186804,[0.99781138 0.99565791 0.99139028 0.98280822],0.8,1.2,4,9.838813195983676e-05
164,64,stagnation_lim,-389.99979791933305,[0.99691436 0.99379951 0.98761505 0.97531095],0.8,1.2,4,0.00020208066695204252
165,65,stagnation_lim,-389.99984618455386,[0.99726345 0.99458638 0.9891958  0.97852037],0.8,1.2,4,0.0001538154461400154
